IsAccepted,Publication,DeputyEditorGender,AssociateEditorGender,FirstAuthorGender,CorrespondingAuthorPrestige,CorrespondingAuthorGender,CorrespondingAuthorRegion,NumberOfAuthors,BORERating1,BORERating2,BOREConfidence1,BOREConfidence2,BOREExists1,BOREExists2,BOREGender1,BOREGender2,Evaluation1,Evaluation2,ReviewSentiment1,ReviewSentiment2,ReviewSentimentTrajectory1,ReviewSentimentTrajectory2,ReviewLength1,ReviewLength2,Topic100,Topic30,Topic10,ReviewExists1,ReviewExists2,ReviewerGender1,ReviewerGender2,ReviewerPrestige1,ReviewerPrestige2
0,Science Advances,W,Null,M,[5-6],M,Other,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,11,11,7,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[3-4],M,China,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Mediocre or poor,1.25,-2.25,F,DF,-0.75,-1.25,3,28,8,1,1,M,M,[3-4],[3-4]
0,Science,M,Null,W,[5-6],W,China,[1-5],7.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,70,16,4,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[7-10],M,Europe,[6-9],5.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,36,18,7,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[5-6],W,Other,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,49,15,0,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[1-2],M,U.S.+Canada,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5,29,7,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[3-4],M,China,[6-9],5.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,57,17,8,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,Europe,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,88,13,3,0,0,Null,Null,Null,Null
1,Science,M,Null,M,[3-4],M,U.S.+Canada,[6-9],8.0,9.0,5.0,3.0,1.0,1.0,M,M,Mediocre or poor,No rating assigned,-1.25,0.0,DFU,DUD,1.0,-0.25,79,2,7,1,1,M,M,[1-2],[1-2]
0,Science,M,Null,M,[1-2],M,Europe,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,45,10,9,0,0,Null,Null,Null,Null
1,Science Advances,W,M,M,[1-2],M,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Above average,Average,1.25,-0.5,U,UDF,-0.5,-0.75,58,29,7,1,1,M,M,[1-2],[3-4]
1,Science,W,Null,W,[1-2],M,U.S.+Canada,10+,8.0,9.0,4.0,5.0,1.0,1.0,M,W,Too specialized,Excellent and exciting,1.0,1.0,FD,UDF,0.25,0.0,83,0,2,1,1,M,M,[1-2],[1-2]
0,Science Advances,M,Null,W,[5-6],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,18,0,2,0,0,Null,Null,Null,Null
1,Science,M,Null,M,[1-2],M,Europe,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Excellent and exciting,Excellent and exciting,2.5,1.75,Null,DUD,-1.25,-1.0,47,19,4,1,1,M,M,[3-4],[3-4]
0,Science Advances,M,Null,M,[7-10],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,24,2,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[3-4],M,China,[6-9],9.0,5.0,5.0,4.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,5,29,7,0,0,Null,Null,Null,Null
0,Science Advances,W,M,W,[3-4],M,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,11,11,7,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[5-6],M,Null,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,50,21,5,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[7-10],M,Other,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,41,28,8,0,0,Null,Null,Null,Null
0,Science Advances,W,M,M,[3-4],M,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,41,28,8,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,Europe,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,73,7,6,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,Null,W,Null,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,27,26,5,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[7-10],W,U.S.+Canada,10+,4.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,87,8,9,0,0,Null,Null,Null,Null
0,Science,W,Null,M,Null,M,U.S.+Canada,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,17,16,4,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,Other,[6-9],4.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,41,28,8,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[5-6],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,79,2,7,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[7-10],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,24,2,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,Null,M,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,99,27,6,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,Europe,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,69,7,6,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[7-10],M,Null,[6-9],6.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,41,6,8,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],W,U.S.+Canada,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,41,28,8,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[7-10],M,Null,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,61,14,1,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,U.S.+Canada,[6-9],5.0,Null,4.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,94,20,6,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[3-4],M,Other,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,45,10,9,0,0,Null,Null,Null,Null
1,Science Advances,M,Null,M,[5-6],W,Other,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Above average,Excellent and exciting,0.5,0.25,UDF,F,0.0,-0.75,84,9,5,1,1,M,M,[5-6],[1-2]
0,Science Advances,M,M,M,[3-4],M,Other,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,64,9,5,0,0,Null,Null,Null,Null
1,Science Advances,M,M,W,[1-2],M,U.S.+Canada,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Excellent and exciting,1.75,0.75,DUD,DFU,-0.5,-1.0,78,10,9,1,1,M,M,[7-10],[5-6]
0,Science Advances,M,Null,M,[3-4],W,China,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,17,15,0,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[7-10],W,Europe,[1-5],5.0,Null,5.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,5,29,7,0,0,Null,Null,Null,Null
1,Science Advances,W,Null,W,[3-4],M,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Above average,0.5,0.0,UDF,UDF,0.25,0.25,87,8,9,1,1,M,M,[5-6],[7-10]
0,Science,W,Null,M,[3-4],M,U.S.+Canada,[1-5],3.0,6.0,5.0,5.0,1.0,1.0,W,W,Null,Null,Null,Null,Null,Null,Null,Null,23,10,9,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[1-2],W,U.S.+Canada,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,75,9,5,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,[5-6],M,Other,10+,Null,Null,Null,Null,Null,Null,Null,Null,Above average,Mediocre or poor,1.5,-2.0,F,DF,-0.5,0.0,94,20,6,1,1,M,M,[5-6],[7-10]
0,Science,W,Null,M,[1-2],M,U.S.+Canada,[1-5],2.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,65,15,0,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[7-10],W,China,[6-9],7.0,8.0,3.0,5.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,91,15,0,0,0,Null,Null,Null,Null
0,Science,W,Null,W,Null,W,U.S.+Canada,10+,4.0,5.0,5.0,3.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,91,15,0,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[5-6],M,China,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,77,16,4,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,[7-10],W,U.S.+Canada,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,50,21,5,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],M,U.S.+Canada,10+,6.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,60,26,9,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[7-10],M,U.S.+Canada,[1-5],4.0,3.0,4.0,2.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,23,10,9,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],W,U.S.+Canada,[6-9],8.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,16,7,6,0,0,Null,Null,Null,Null
1,Science,W,Null,W,[1-2],W,U.S.+Canada,[6-9],7.0,8.0,4.0,3.0,1.0,1.0,M,W,Excellent and exciting,Excellent and exciting,1.75,0.5,DF,Null,-0.25,-1.5,36,18,7,1,1,W,M,[3-4],Null
0,Science Advances,M,Null,M,[7-10],M,China,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,14,12,8,0,0,Null,Null,Null,Null
0,Science,W,Null,W,Null,W,Other,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,20,2,0,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[3-4],M,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Above average,Above average,-0.5,0.0,Null,DUD,-1.5,-0.25,19,4,7,1,1,M,M,[3-4],[1-2]
1,Science,M,Null,M,[7-10],M,Other,[6-9],8.0,Null,4.0,Null,1.0,0.0,M,Null,Excellent and exciting,Above average,0.5,0.0,DUD,DUD,-0.25,0.25,42,27,7,1,1,M,W,Null,[5-6]
0,Science Advances,M,Null,W,Null,W,Other,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,11,25,7,0,0,Null,Null,Null,Null
1,Science Advances,M,M,M,[7-10],W,U.S.+Canada,10+,Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Mediocre or poor,1.75,0.25,DFU,Null,-1.0,-1.5,28,1,1,1,1,M,M,[1-2],[1-2]
0,Science,M,Null,M,[3-4],M,U.S.+Canada,[6-9],3.0,Null,5.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,84,9,5,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[7-10],W,Other,[6-9],3.0,6.0,3.0,3.0,1.0,1.0,M,W,Null,Null,Null,Null,Null,Null,Null,Null,86,2,2,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[1-2],W,U.S.+Canada,[6-9],3.0,Null,3.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,49,15,0,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],M,Europe,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15,6,1,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[1-2],W,U.S.+Canada,[6-9],7.0,5.0,0.0,4.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,78,8,9,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,[5-6],W,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,99,27,5,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,[7-10],M,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Above average,Mediocre or poor,-0.5,-0.5,UDF,UF,1.0,-0.5,42,18,7,1,1,M,M,[3-4],[3-4]
0,Science,W,Null,M,[5-6],W,U.S.+Canada,[1-5],8.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,58,2,2,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],M,U.S.+Canada,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Too specialized,Null,0.25,Null,DF,Null,-0.75,Null,71,28,8,1,0,W,Null,[7-10],Null
0,Science,M,Null,M,[7-10],M,Europe,10+,8.0,Null,4.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,44,19,6,0,0,Null,Null,Null,Null
1,Science,M,Null,M,[3-4],M,Other,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,No rating assigned,Excellent and exciting,-2.25,0.25,UF,FD,-0.75,-1.0,56,14,1,1,1,M,M,[5-6],[7-10]
0,Science Advances,M,M,M,[5-6],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3,28,8,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[3-4],M,Europe,[1-5],5.0,Null,3.0,Null,1.0,0.0,M,Null,Mediocre or poor,No rating assigned,-1.5,-1.5,DFU,UDF,-0.5,0.75,54,8,2,1,1,M,W,[1-2],[7-10]
0,Science,W,Null,M,Null,M,Europe,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4,24,9,0,0,Null,Null,Null,Null
0,Science Advances,W,W,M,[1-2],M,U.S.+Canada,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Mediocre or poor,-1.0,0.5,Null,DUD,-1.5,-0.25,56,14,1,1,1,M,W,[7-10],[1-2]
0,Science,M,Null,M,[5-6],M,Europe,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,47,19,4,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,W,[5-6],M,China,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,57,17,8,0,0,Null,Null,Null,Null
1,Science,W,Null,M,[3-4],M,Null,10+,7.0,7.0,3.0,3.0,1.0,1.0,M,M,Above average,Excellent and exciting,0.5,0.75,DFU,UDF,-0.5,0.75,11,18,7,1,1,W,M,[1-2],[1-2]
0,Science,M,Null,M,Null,M,Other,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,47,19,4,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[5-6],M,China,[1-5],7.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,4,5,0,0,Null,Null,Null,Null
1,Science,M,Null,W,[7-10],W,China,[1-5],8.0,Null,3.0,Null,1.0,0.0,M,Null,Above average,Excellent and exciting,0.0,-0.5,DF,DF,0.25,-1.0,24,19,4,1,1,M,M,[3-4],[1-2]
0,Science,M,Null,M,[7-10],M,Other,[1-5],7.0,7.0,2.0,4.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,53,10,9,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[3-4],W,U.S.+Canada,[6-9],9.0,Null,4.0,Null,1.0,0.0,W,Null,Mediocre or poor,Excellent and exciting,0.25,0.25,UD,DF,-0.25,-0.75,70,16,0,1,1,M,W,[5-6],[3-4]
0,Science,M,Null,M,[7-10],M,U.S.+Canada,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,99,24,7,0,0,Null,Null,Null,Null
1,Science,W,Null,M,[1-2],W,U.S.+Canada,[6-9],9.0,6.0,5.0,5.0,1.0,1.0,M,M,Excellent and exciting,Mediocre or poor,0.0,-0.5,DFU,DF,-0.25,-1.0,49,15,0,1,1,M,M,[5-6],[7-10]
0,Science,W,Null,W,Null,M,Other,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,11,11,7,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[1-2],M,U.S.+Canada,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,45,10,9,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[5-6],W,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,77,16,7,0,0,Null,Null,Null,Null
0,Science Advances,M,M,W,[7-10],M,Other,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Average,Average,-0.25,0.0,DUD,DFU,0.75,0.0,84,9,5,1,1,M,W,[3-4],[3-4]
0,Science Advances,M,Null,M,Null,M,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,90,11,7,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[5-6],M,China,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,44,19,6,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[1-2],M,Null,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,30,21,5,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[7-10],M,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,89,27,4,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[5-6],M,Europe,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,47,19,4,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[7-10],M,China,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,63,4,5,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[5-6],W,Europe,[1-5],5.0,6.0,4.0,4.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,78,10,9,0,0,Null,Null,Null,Null
0,Science,M,Null,M,Null,M,Other,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,95,13,3,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[5-6],M,U.S.+Canada,10+,6.0,4.0,5.0,4.0,1.0,1.0,M,W,Null,Null,Null,Null,Null,Null,Null,Null,22,24,2,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,Null,W,Null,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3,28,8,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[7-10],M,China,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,71,28,8,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[7-10],M,China,10+,8.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,36,11,7,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,Null,M,Other,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,40,20,6,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,Null,M,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,89,15,0,0,0,Null,Null,Null,Null
1,Science,M,Null,W,[5-6],M,China,10+,8.0,Null,4.0,Null,1.0,0.0,M,Null,Above average,Above average,1.25,-0.75,DF,DFU,-1.0,-1.25,85,22,6,1,1,M,M,[1-2],Null
0,Science Advances,M,W,M,[7-10],M,Other,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,35,12,1,0,0,Null,Null,Null,Null
0,Science Advances,M,M,W,[5-6],W,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Above average,Above average,0.5,1.0,UDF,DUD,1.0,0.0,89,16,4,1,1,M,M,[3-4],[7-10]
0,Science,W,Null,M,[1-2],M,U.S.+Canada,[1-5],9.0,4.0,4.0,5.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,76,11,7,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,Null,M,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,13,26,5,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[5-6],M,Other,[6-9],8.0,Null,5.0,Null,1.0,0.0,W,Null,Excellent and exciting,Mediocre or poor,-1.25,-1.75,UDF,DF,0.25,0.0,0,7,0,1,1,M,W,[5-6],[5-6]
0,Science Advances,W,Null,W,[7-10],M,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,11,11,7,0,0,Null,Null,Null,Null
0,Science,W,Null,M,Null,W,Europe,[6-9],4.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,10,26,2,0,0,Null,Null,Null,Null
1,Science,W,Null,M,[3-4],M,U.S.+Canada,[6-9],8.0,Null,3.0,Null,1.0,0.0,M,Null,Above average,Excellent and exciting,0.5,1.5,DUDF,DF,0.75,-0.75,58,29,7,1,1,M,M,[3-4],[1-2]
0,Science,W,Null,M,[5-6],M,U.S.+Canada,10+,8.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,49,15,0,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,[5-6],M,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,32,22,1,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[5-6],M,Other,[1-5],1.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,75,9,8,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,Other,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,52,6,6,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[5-6],W,China,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,16,23,4,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,U.S.+Canada,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,61,22,1,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[1-2],M,U.S.+Canada,10+,6.0,Null,2.0,Null,1.0,0.0,M,Null,Mediocre or poor,Excellent and exciting,-1.5,1.5,DFU,FD,1.25,-1.0,46,24,2,1,1,W,M,[1-2],[1-2]
0,Science,W,Null,M,Null,M,Europe,[1-5],6.0,Null,2.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,85,22,6,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[1-2],M,U.S.+Canada,10+,5.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,12,8,2,0,0,Null,Null,Null,Null
1,Science Advances,W,Null,M,[1-2],M,U.S.+Canada,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Excellent and exciting,1.0,1.5,UDF,FD,-0.75,-0.25,78,8,9,1,1,M,M,[7-10],[1-2]
0,Science,W,Null,M,[1-2],M,U.S.+Canada,[6-9],8.0,4.0,5.0,4.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,76,11,7,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[7-10],M,Other,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,52,6,6,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[1-2],M,U.S.+Canada,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,19,8,3,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[3-4],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,41,28,8,0,0,Null,Null,Null,Null
0,Science,M,Null,M,Null,M,Other,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,73,7,6,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[1-2],M,Europe,10+,5.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,5,29,7,0,0,Null,Null,Null,Null
0,Science,M,Null,M,Null,M,Europe,10+,7.0,Null,4.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,94,20,6,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],M,U.S.+Canada,[1-5],7.0,Null,2.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,95,19,6,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[7-10],W,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,97,12,8,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[7-10],M,China,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,37,4,2,0,0,Null,Null,Null,Null
